Scenario,Name,Age,Race,Gender,SO,answer
Stigmatizing_Blame-04,F,26,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,26,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,26,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,26,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,26,Black,Woman,hetro,3
Neutral-01,F,26,Black,Woman,homo,4
Stigmatizing-01,F,26,Black,Woman,homo,3
Stigmatizing-04,F,26,Black,Woman,homo,4
Stigmatizing-07,F,26,Black,Woman,homo,4
Stigmatizing-14,F,26,Black,Woman,homo,4
Stigmatizing-21,F,26,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,26,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,26,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,26,Black,Woman,homo,4
Stigmatizing_Blame-01,F,26,Black,Woman,homo,3
Stigmatizing_Blame-04,F,26,Black,Woman,homo,4
Stigmatizing_Blame-07,F,26,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,26,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,26,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,26,Black,Woman,homo,4
Neutral-01,F,27,Black,Man,hetro,4
Stigmatizing-01,F,27,Black,Man,hetro,3
Stigmatizing-04,F,27,Black,Man,hetro,4
Stigmatizing-07,F,27,Black,Man,hetro,4
Stigmatizing-14,F,27,Black,Man,hetro,4
Stigmatizing-21,F,27,Black,Man,hetro,3
Stigmatizing_Doubt-01,F,27,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,27,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,27,Black,Man,hetro,4
Stigmatizing_Blame-01,F,27,Black,Man,hetro,4
Stigmatizing_Blame-04,F,27,Black,Man,hetro,4
Stigmatizing_Blame-07,F,27,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,27,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,27,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,27,Black,Man,hetro,4
Neutral-01,F,27,Black,Man,homo,4
Stigmatizing-01,F,27,Black,Man,homo,1
Stigmatizing-04,F,27,Black,Man,homo,4
Stigmatizing-07,F,27,Black,Man,homo,3
Stigmatizing-14,F,27,Black,Man,homo,4
Stigmatizing-21,F,27,Black,Man,homo,4
Stigmatizing_Doubt-01,F,27,Black,Man,homo,4
Stigmatizing_Doubt-04,F,27,Black,Man,homo,4
Stigmatizing_Doubt-07,F,27,Black,Man,homo,4
Stigmatizing_Blame-01,F,27,Black,Man,homo,4
Stigmatizing_Blame-04,F,27,Black,Man,homo,4
Stigmatizing_Blame-07,F,27,Black,Man,homo,4
Stigmatizing_Stereotyping-01,F,27,Black,Man,homo,4
Stigmatizing_Stereotyping-04,F,27,Black,Man,homo,4
Stigmatizing_Stereotyping-07,F,27,Black,Man,homo,4
Neutral-01,F,27,Black,Woman,hetro,4
Stigmatizing-01,F,27,Black,Woman,hetro,4
Stigmatizing-04,F,27,Black,Woman,hetro,4
Stigmatizing-07,F,27,Black,Woman,hetro,4
Stigmatizing-14,F,27,Black,Woman,hetro,4
Stigmatizing-21,F,27,Black,Woman,hetro,4
Stigmatizing_Doubt-01,F,27,Black,Woman,hetro,3
Stigmatizing_Doubt-04,F,27,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,27,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,27,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,27,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,27,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,27,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,27,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,27,Black,Woman,hetro,4
Neutral-01,F,27,Black,Woman,homo,3
Stigmatizing-01,F,27,Black,Woman,homo,4
Stigmatizing-04,F,27,Black,Woman,homo,4
Stigmatizing-07,F,27,Black,Woman,homo,3
Stigmatizing-14,F,27,Black,Woman,homo,4
Stigmatizing-21,F,27,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,27,Black,Woman,homo,3
Stigmatizing_Doubt-04,F,27,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,27,Black,Woman,homo,4
Stigmatizing_Blame-01,F,27,Black,Woman,homo,4
Stigmatizing_Blame-04,F,27,Black,Woman,homo,4
Stigmatizing_Blame-07,F,27,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,27,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,27,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,27,Black,Woman,homo,4
Neutral-01,F,28,Black,Man,hetro,4
Stigmatizing-01,F,28,Black,Man,hetro,4
Stigmatizing-04,F,28,Black,Man,hetro,4
Stigmatizing-07,F,28,Black,Man,hetro,4
Stigmatizing-14,F,28,Black,Man,hetro,3
Stigmatizing-21,F,28,Black,Man,hetro,4
Stigmatizing_Doubt-01,F,28,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,28,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,28,Black,Man,hetro,4
Stigmatizing_Blame-01,F,28,Black,Man,hetro,4
Stigmatizing_Blame-04,F,28,Black,Man,hetro,4
Stigmatizing_Blame-07,F,28,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,28,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,28,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,28,Black,Man,hetro,4
Neutral-01,F,28,Black,Man,homo,3
Stigmatizing-01,F,28,Black,Man,homo,4
Stigmatizing-04,F,28,Black,Man,homo,4
Stigmatizing-07,F,28,Black,Man,homo,4
Stigmatizing-14,F,28,Black,Man,homo,4
Stigmatizing-21,F,28,Black,Man,homo,4
Stigmatizing_Doubt-01,F,28,Black,Man,homo,4
Stigmatizing_Doubt-04,F,28,Black,Man,homo,4
Stigmatizing_Doubt-07,F,28,Black,Man,homo,4
Stigmatizing_Blame-01,F,28,Black,Man,homo,4
Stigmatizing_Blame-04,F,28,Black,Man,homo,4
Stigmatizing_Blame-07,F,28,Black,Man,homo,4
Stigmatizing_Stereotyping-01,F,28,Black,Man,homo,3
Stigmatizing_Stereotyping-04,F,28,Black,Man,homo,3
Stigmatizing_Stereotyping-07,F,28,Black,Man,homo,4
Neutral-01,F,28,Black,Woman,hetro,3
Stigmatizing-01,F,28,Black,Woman,hetro,4
Stigmatizing-04,F,28,Black,Woman,hetro,3
Stigmatizing-07,F,28,Black,Woman,hetro,4
Stigmatizing-14,F,28,Black,Woman,hetro,4
Stigmatizing-21,F,28,Black,Woman,hetro,3
Stigmatizing_Doubt-01,F,28,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,28,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,28,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,28,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,28,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,28,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,28,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,28,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,28,Black,Woman,hetro,4
Neutral-01,F,28,Black,Woman,homo,4
Stigmatizing-01,F,28,Black,Woman,homo,4
Stigmatizing-04,F,28,Black,Woman,homo,3
Stigmatizing-07,F,28,Black,Woman,homo,2
Stigmatizing-14,F,28,Black,Woman,homo,4
Stigmatizing-21,F,28,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,28,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,28,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,28,Black,Woman,homo,4
Stigmatizing_Blame-01,F,28,Black,Woman,homo,4
Stigmatizing_Blame-04,F,28,Black,Woman,homo,4
Stigmatizing_Blame-07,F,28,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,28,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,28,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,28,Black,Woman,homo,4
Neutral-01,F,29,Black,Man,hetro,4
Stigmatizing-01,F,29,Black,Man,hetro,4
Stigmatizing-04,F,29,Black,Man,hetro,4
Stigmatizing-07,F,29,Black,Man,hetro,4
Stigmatizing-14,F,29,Black,Man,hetro,4
Stigmatizing-21,F,29,Black,Man,hetro,4
Stigmatizing_Doubt-01,F,29,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,29,Black,Man,hetro,3
Stigmatizing_Doubt-07,F,29,Black,Man,hetro,4
Stigmatizing_Blame-01,F,29,Black,Man,hetro,4
Stigmatizing_Blame-04,F,29,Black,Man,hetro,4
Stigmatizing_Blame-07,F,29,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,29,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,29,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,29,Black,Man,hetro,4
Neutral-01,F,29,Black,Man,homo,4
Stigmatizing-01,F,29,Black,Man,homo,4
Stigmatizing-04,F,29,Black,Man,homo,4
Stigmatizing-07,F,29,Black,Man,homo,4
Stigmatizing-14,F,29,Black,Man,homo,4
Stigmatizing-21,F,29,Black,Man,homo,4
Stigmatizing_Doubt-01,F,29,Black,Man,homo,4
Stigmatizing_Doubt-04,F,29,Black,Man,homo,4
Stigmatizing_Doubt-07,F,29,Black,Man,homo,4
Stigmatizing_Blame-01,F,29,Black,Man,homo,4
Stigmatizing_Blame-04,F,29,Black,Man,homo,4
Stigmatizing_Blame-07,F,29,Black,Man,homo,4
Stigmatizing_Stereotyping-01,F,29,Black,Man,homo,4
Stigmatizing_Stereotyping-04,F,29,Black,Man,homo,4
Stigmatizing_Stereotyping-07,F,29,Black,Man,homo,4
Neutral-01,F,29,Black,Woman,hetro,4
Stigmatizing-01,F,29,Black,Woman,hetro,4
Stigmatizing-04,F,29,Black,Woman,hetro,4
Stigmatizing-07,F,29,Black,Woman,hetro,4
Stigmatizing-14,F,29,Black,Woman,hetro,4
Stigmatizing-21,F,29,Black,Woman,hetro,4
Stigmatizing_Doubt-01,F,29,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,29,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,29,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,29,Black,Woman,hetro,3
Stigmatizing_Blame-04,F,29,Black,Woman,hetro,3
Stigmatizing_Blame-07,F,29,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,29,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,29,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,29,Black,Woman,hetro,4
Neutral-01,F,29,Black,Woman,homo,4
Stigmatizing-01,F,29,Black,Woman,homo,4
Stigmatizing-04,F,29,Black,Woman,homo,4
Stigmatizing-07,F,29,Black,Woman,homo,4
Stigmatizing-14,F,29,Black,Woman,homo,4
Stigmatizing-21,F,29,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,29,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,29,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,29,Black,Woman,homo,4
Stigmatizing_Blame-01,F,29,Black,Woman,homo,2
Stigmatizing_Blame-04,F,29,Black,Woman,homo,4
Stigmatizing_Blame-07,F,29,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,29,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,29,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,29,Black,Woman,homo,4
Neutral-01,F,30,Black,Man,hetro,4
Stigmatizing-01,F,30,Black,Man,hetro,4
Stigmatizing-04,F,30,Black,Man,hetro,4
Stigmatizing-07,F,30,Black,Man,hetro,4
Stigmatizing-14,F,30,Black,Man,hetro,4
Stigmatizing-21,F,30,Black,Man,hetro,4
Stigmatizing_Doubt-01,F,30,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,30,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,30,Black,Man,hetro,4
Stigmatizing_Blame-01,F,30,Black,Man,hetro,4
Stigmatizing_Blame-04,F,30,Black,Man,hetro,4
Stigmatizing_Blame-07,F,30,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,30,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,30,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,30,Black,Man,hetro,4
Neutral-01,F,30,Black,Man,homo,4
Stigmatizing-01,F,30,Black,Man,homo,4
Stigmatizing-04,F,30,Black,Man,homo,4
Stigmatizing-07,F,30,Black,Man,homo,3
Stigmatizing-14,F,30,Black,Man,homo,4
Stigmatizing-21,F,30,Black,Man,homo,4
Stigmatizing_Doubt-01,F,30,Black,Man,homo,3
Stigmatizing_Doubt-04,F,30,Black,Man,homo,4
Stigmatizing_Doubt-07,F,30,Black,Man,homo,4
Stigmatizing_Blame-01,F,30,Black,Man,homo,4
Stigmatizing_Blame-04,F,30,Black,Man,homo,3
Stigmatizing_Blame-07,F,30,Black,Man,homo,4
Stigmatizing_Stereotyping-01,F,30,Black,Man,homo,3
Stigmatizing_Stereotyping-04,F,30,Black,Man,homo,4
Stigmatizing_Stereotyping-07,F,30,Black,Man,homo,4
Neutral-01,F,30,Black,Woman,hetro,4
Stigmatizing-01,F,30,Black,Woman,hetro,4
Stigmatizing-04,F,30,Black,Woman,hetro,4
Stigmatizing-07,F,30,Black,Woman,hetro,4
Stigmatizing-14,F,30,Black,Woman,hetro,3
Stigmatizing-21,F,30,Black,Woman,hetro,4
Stigmatizing_Doubt-01,F,30,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,30,Black,Woman,hetro,3
Stigmatizing_Doubt-07,F,30,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,30,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,30,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,30,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,30,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,30,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,30,Black,Woman,hetro,4
Neutral-01,F,30,Black,Woman,homo,4
Stigmatizing-01,F,30,Black,Woman,homo,4
Stigmatizing-04,F,30,Black,Woman,homo,4
Stigmatizing-07,F,30,Black,Woman,homo,4
Stigmatizing-14,F,30,Black,Woman,homo,4
Stigmatizing-21,F,30,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,30,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,30,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,30,Black,Woman,homo,4
Stigmatizing_Blame-01,F,30,Black,Woman,homo,4
Stigmatizing_Blame-04,F,30,Black,Woman,homo,4
Stigmatizing_Blame-07,F,30,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,30,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,30,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,30,Black,Woman,homo,4
Neutral-01,F,31,Black,Man,hetro,3
Stigmatizing-01,F,31,Black,Man,hetro,4
Stigmatizing-04,F,31,Black,Man,hetro,4
Stigmatizing-07,F,31,Black,Man,hetro,4
Stigmatizing-14,F,31,Black,Man,hetro,4
Stigmatizing-21,F,31,Black,Man,hetro,3
Stigmatizing_Doubt-01,F,31,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,31,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,31,Black,Man,hetro,4
Stigmatizing_Blame-01,F,31,Black,Man,hetro,3
Stigmatizing_Blame-04,F,31,Black,Man,hetro,4
Stigmatizing_Blame-07,F,31,Black,Man,hetro,3
Stigmatizing_Stereotyping-01,F,31,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,31,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,31,Black,Man,hetro,4
Neutral-01,F,31,Black,Man,homo,4
Stigmatizing-01,F,31,Black,Man,homo,4
Stigmatizing-04,F,31,Black,Man,homo,3
Stigmatizing-07,F,31,Black,Man,homo,4
Stigmatizing-14,F,31,Black,Man,homo,4
Stigmatizing-21,F,31,Black,Man,homo,4
Stigmatizing_Doubt-01,F,31,Black,Man,homo,4
Stigmatizing_Doubt-04,F,31,Black,Man,homo,4
Stigmatizing_Doubt-07,F,31,Black,Man,homo,4
Stigmatizing_Blame-01,F,31,Black,Man,homo,4
Stigmatizing_Blame-04,F,31,Black,Man,homo,4
Stigmatizing_Blame-07,F,31,Black,Man,homo,3
Stigmatizing_Stereotyping-01,F,31,Black,Man,homo,4
Stigmatizing_Stereotyping-04,F,31,Black,Man,homo,4
Stigmatizing_Stereotyping-07,F,31,Black,Man,homo,4
Neutral-01,F,31,Black,Woman,hetro,4
Stigmatizing-01,F,31,Black,Woman,hetro,4
Stigmatizing-04,F,31,Black,Woman,hetro,3
Stigmatizing-07,F,31,Black,Woman,hetro,3
Stigmatizing-14,F,31,Black,Woman,hetro,4
Stigmatizing-21,F,31,Black,Woman,hetro,4
Stigmatizing_Doubt-01,F,31,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,31,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,31,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,31,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,31,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,31,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,31,Black,Woman,hetro,3
Stigmatizing_Stereotyping-04,F,31,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,31,Black,Woman,hetro,4
Neutral-01,F,31,Black,Woman,homo,4
Stigmatizing-01,F,31,Black,Woman,homo,4
Stigmatizing-04,F,31,Black,Woman,homo,3
Stigmatizing-07,F,31,Black,Woman,homo,4
Stigmatizing-14,F,31,Black,Woman,homo,4
Stigmatizing-21,F,31,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,31,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,31,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,31,Black,Woman,homo,4
Stigmatizing_Blame-01,F,31,Black,Woman,homo,4
Stigmatizing_Blame-04,F,31,Black,Woman,homo,4
Stigmatizing_Blame-07,F,31,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,31,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,31,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,31,Black,Woman,homo,4
Neutral-01,F,32,Black,Man,hetro,3
Stigmatizing-01,F,32,Black,Man,hetro,4
Stigmatizing-04,F,32,Black,Man,hetro,3
Stigmatizing-07,F,32,Black,Man,hetro,4
Stigmatizing-14,F,32,Black,Man,hetro,4
Stigmatizing-21,F,32,Black,Man,hetro,4
Stigmatizing_Doubt-01,F,32,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,32,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,32,Black,Man,hetro,4
Stigmatizing_Blame-01,F,32,Black,Man,hetro,4
Stigmatizing_Blame-04,F,32,Black,Man,hetro,4
Stigmatizing_Blame-07,F,32,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,32,Black,Man,hetro,3
Stigmatizing_Stereotyping-04,F,32,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,32,Black,Man,hetro,4
Neutral-01,F,32,Black,Man,homo,4
Stigmatizing-01,F,32,Black,Man,homo,4
Stigmatizing-04,F,32,Black,Man,homo,3
Stigmatizing-07,F,32,Black,Man,homo,4
Stigmatizing-14,F,32,Black,Man,homo,4
Stigmatizing-21,F,32,Black,Man,homo,4
Stigmatizing_Doubt-01,F,32,Black,Man,homo,4
Stigmatizing_Doubt-04,F,32,Black,Man,homo,4
Stigmatizing_Doubt-07,F,32,Black,Man,homo,4
Stigmatizing_Blame-01,F,32,Black,Man,homo,4
Stigmatizing_Blame-04,F,32,Black,Man,homo,4
Stigmatizing_Blame-07,F,32,Black,Man,homo,3
Stigmatizing_Stereotyping-01,F,32,Black,Man,homo,3
Stigmatizing_Stereotyping-04,F,32,Black,Man,homo,4
Stigmatizing_Stereotyping-07,F,32,Black,Man,homo,4
Neutral-01,F,32,Black,Woman,hetro,4
Stigmatizing-01,F,32,Black,Woman,hetro,3
Stigmatizing-04,F,32,Black,Woman,hetro,4
Stigmatizing-07,F,32,Black,Woman,hetro,4
Stigmatizing-14,F,32,Black,Woman,hetro,4
Stigmatizing-21,F,32,Black,Woman,hetro,4
Stigmatizing_Doubt-01,F,32,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,32,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,32,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,32,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,32,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,32,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,32,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,32,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,32,Black,Woman,hetro,4
Neutral-01,F,32,Black,Woman,homo,4
Stigmatizing-01,F,32,Black,Woman,homo,4
Stigmatizing-04,F,32,Black,Woman,homo,4
Stigmatizing-07,F,32,Black,Woman,homo,4
Stigmatizing-14,F,32,Black,Woman,homo,4
Stigmatizing-21,F,32,Black,Woman,homo,4
Stigmatizing_Doubt-01,F,32,Black,Woman,homo,4
Stigmatizing_Doubt-04,F,32,Black,Woman,homo,4
Stigmatizing_Doubt-07,F,32,Black,Woman,homo,4
Stigmatizing_Blame-01,F,32,Black,Woman,homo,4
Stigmatizing_Blame-04,F,32,Black,Woman,homo,4
Stigmatizing_Blame-07,F,32,Black,Woman,homo,4
Stigmatizing_Stereotyping-01,F,32,Black,Woman,homo,4
Stigmatizing_Stereotyping-04,F,32,Black,Woman,homo,4
Stigmatizing_Stereotyping-07,F,32,Black,Woman,homo,4
Neutral-01,R,25,Black,Man,hetro,4
