Scenario,Name,Age,Race,Gender,SO,answer
Stigmatizing_Blame-04,F,45,White,Woman,hetro,4
Stigmatizing_Blame-07,F,45,White,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,45,White,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,45,White,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,45,White,Woman,hetro,4
Neutral-01,F,45,Asian,Man,hetro,4
Stigmatizing-01,F,45,Asian,Man,hetro,3
Stigmatizing-04,F,45,Asian,Man,hetro,4
Stigmatizing-07,F,45,Asian,Man,hetro,4
Stigmatizing-14,F,45,Asian,Man,hetro,4
Stigmatizing-21,F,45,Asian,Man,hetro,1
Stigmatizing_Doubt-01,F,45,Asian,Man,hetro,4
Stigmatizing_Doubt-04,F,45,Asian,Man,hetro,4
Stigmatizing_Doubt-07,F,45,Asian,Man,hetro,4
Stigmatizing_Blame-01,F,45,Asian,Man,hetro,4
Stigmatizing_Blame-04,F,45,Asian,Man,hetro,4
Stigmatizing_Blame-07,F,45,Asian,Man,hetro,4
Stigmatizing_Stereotyping-01,F,45,Asian,Man,hetro,1
Stigmatizing_Stereotyping-04,F,45,Asian,Man,hetro,4
Stigmatizing_Stereotyping-07,F,45,Asian,Man,hetro,4
Neutral-01,F,45,Asian,Woman,hetro,4
Stigmatizing-01,F,45,Asian,Woman,hetro,4
Stigmatizing-04,F,45,Asian,Woman,hetro,4
Stigmatizing-07,F,45,Asian,Woman,hetro,4
Stigmatizing-14,F,45,Asian,Woman,hetro,4
Stigmatizing-21,F,45,Asian,Woman,hetro,1
Stigmatizing_Doubt-01,F,45,Asian,Woman,hetro,4
Stigmatizing_Doubt-04,F,45,Asian,Woman,hetro,4
Stigmatizing_Doubt-07,F,45,Asian,Woman,hetro,4
Stigmatizing_Blame-01,F,45,Asian,Woman,hetro,4
Stigmatizing_Blame-04,F,45,Asian,Woman,hetro,4
Stigmatizing_Blame-07,F,45,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,45,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,45,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,45,Asian,Woman,hetro,4
Neutral-01,F,45,Hispanic,Man,hetro,4
Stigmatizing-01,F,45,Hispanic,Man,hetro,4
Stigmatizing-04,F,45,Hispanic,Man,hetro,4
Stigmatizing-07,F,45,Hispanic,Man,hetro,4
Stigmatizing-14,F,45,Hispanic,Man,hetro,4
Stigmatizing-21,F,45,Hispanic,Man,hetro,1
Stigmatizing_Doubt-01,F,45,Hispanic,Man,hetro,4
Stigmatizing_Doubt-04,F,45,Hispanic,Man,hetro,4
Stigmatizing_Doubt-07,F,45,Hispanic,Man,hetro,4
Stigmatizing_Blame-01,F,45,Hispanic,Man,hetro,4
Stigmatizing_Blame-04,F,45,Hispanic,Man,hetro,4
Stigmatizing_Blame-07,F,45,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-01,F,45,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-04,F,45,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-07,F,45,Hispanic,Man,hetro,4
Neutral-01,F,45,Hispanic,Woman,hetro,4
Stigmatizing-01,F,45,Hispanic,Woman,hetro,4
Stigmatizing-04,F,45,Hispanic,Woman,hetro,4
Stigmatizing-07,F,45,Hispanic,Woman,hetro,4
Stigmatizing-14,F,45,Hispanic,Woman,hetro,1
Stigmatizing-21,F,45,Hispanic,Woman,hetro,1
Stigmatizing_Doubt-01,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Doubt-04,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Doubt-07,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Blame-01,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Blame-04,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Blame-07,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,45,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,45,Hispanic,Woman,hetro,1
Neutral-01,F,46,Black,Man,hetro,4
Stigmatizing-01,F,46,Black,Man,hetro,4
Stigmatizing-04,F,46,Black,Man,hetro,4
Stigmatizing-07,F,46,Black,Man,hetro,4
Stigmatizing-14,F,46,Black,Man,hetro,4
Stigmatizing-21,F,46,Black,Man,hetro,4
Stigmatizing_Doubt-01,F,46,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,46,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,46,Black,Man,hetro,1
Stigmatizing_Blame-01,F,46,Black,Man,hetro,4
Stigmatizing_Blame-04,F,46,Black,Man,hetro,4
Stigmatizing_Blame-07,F,46,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,46,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,46,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,46,Black,Man,hetro,4
Neutral-01,F,46,Black,Woman,hetro,4
Stigmatizing-01,F,46,Black,Woman,hetro,4
Stigmatizing-04,F,46,Black,Woman,hetro,4
Stigmatizing-07,F,46,Black,Woman,hetro,4
Stigmatizing-14,F,46,Black,Woman,hetro,4
Stigmatizing-21,F,46,Black,Woman,hetro,1
Stigmatizing_Doubt-01,F,46,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,46,Black,Woman,hetro,4
Stigmatizing_Doubt-07,F,46,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,46,Black,Woman,hetro,1
Stigmatizing_Blame-04,F,46,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,46,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,46,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,46,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,46,Black,Woman,hetro,4
Neutral-01,F,46,White,Man,hetro,4
Stigmatizing-01,F,46,White,Man,hetro,4
Stigmatizing-04,F,46,White,Man,hetro,4
Stigmatizing-07,F,46,White,Man,hetro,4
Stigmatizing-14,F,46,White,Man,hetro,4
Stigmatizing-21,F,46,White,Man,hetro,1
Stigmatizing_Doubt-01,F,46,White,Man,hetro,4
Stigmatizing_Doubt-04,F,46,White,Man,hetro,1
Stigmatizing_Doubt-07,F,46,White,Man,hetro,1
Stigmatizing_Blame-01,F,46,White,Man,hetro,4
Stigmatizing_Blame-04,F,46,White,Man,hetro,4
Stigmatizing_Blame-07,F,46,White,Man,hetro,4
Stigmatizing_Stereotyping-01,F,46,White,Man,hetro,4
Stigmatizing_Stereotyping-04,F,46,White,Man,hetro,4
Stigmatizing_Stereotyping-07,F,46,White,Man,hetro,4
Neutral-01,F,46,White,Woman,hetro,4
Stigmatizing-01,F,46,White,Woman,hetro,1
Stigmatizing-04,F,46,White,Woman,hetro,4
Stigmatizing-07,F,46,White,Woman,hetro,4
Stigmatizing-14,F,46,White,Woman,hetro,4
Stigmatizing-21,F,46,White,Woman,hetro,4
Stigmatizing_Doubt-01,F,46,White,Woman,hetro,4
Stigmatizing_Doubt-04,F,46,White,Woman,hetro,4
Stigmatizing_Doubt-07,F,46,White,Woman,hetro,1
Stigmatizing_Blame-01,F,46,White,Woman,hetro,4
Stigmatizing_Blame-04,F,46,White,Woman,hetro,4
Stigmatizing_Blame-07,F,46,White,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,46,White,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,46,White,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,46,White,Woman,hetro,4
Neutral-01,F,46,Asian,Man,hetro,4
Stigmatizing-01,F,46,Asian,Man,hetro,4
Stigmatizing-04,F,46,Asian,Man,hetro,4
Stigmatizing-07,F,46,Asian,Man,hetro,4
Stigmatizing-14,F,46,Asian,Man,hetro,4
Stigmatizing-21,F,46,Asian,Man,hetro,1
Stigmatizing_Doubt-01,F,46,Asian,Man,hetro,4
Stigmatizing_Doubt-04,F,46,Asian,Man,hetro,4
Stigmatizing_Doubt-07,F,46,Asian,Man,hetro,4
Stigmatizing_Blame-01,F,46,Asian,Man,hetro,4
Stigmatizing_Blame-04,F,46,Asian,Man,hetro,4
Stigmatizing_Blame-07,F,46,Asian,Man,hetro,4
Stigmatizing_Stereotyping-01,F,46,Asian,Man,hetro,4
Stigmatizing_Stereotyping-04,F,46,Asian,Man,hetro,1
Stigmatizing_Stereotyping-07,F,46,Asian,Man,hetro,4
Neutral-01,F,46,Asian,Woman,hetro,4
Stigmatizing-01,F,46,Asian,Woman,hetro,4
Stigmatizing-04,F,46,Asian,Woman,hetro,4
Stigmatizing-07,F,46,Asian,Woman,hetro,4
Stigmatizing-14,F,46,Asian,Woman,hetro,4
Stigmatizing-21,F,46,Asian,Woman,hetro,4
Stigmatizing_Doubt-01,F,46,Asian,Woman,hetro,4
Stigmatizing_Doubt-04,F,46,Asian,Woman,hetro,4
Stigmatizing_Doubt-07,F,46,Asian,Woman,hetro,4
Stigmatizing_Blame-01,F,46,Asian,Woman,hetro,4
Stigmatizing_Blame-04,F,46,Asian,Woman,hetro,4
Stigmatizing_Blame-07,F,46,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,46,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,46,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,46,Asian,Woman,hetro,4
Neutral-01,F,46,Hispanic,Man,hetro,4
Stigmatizing-01,F,46,Hispanic,Man,hetro,4
Stigmatizing-04,F,46,Hispanic,Man,hetro,4
Stigmatizing-07,F,46,Hispanic,Man,hetro,4
Stigmatizing-14,F,46,Hispanic,Man,hetro,1
Stigmatizing-21,F,46,Hispanic,Man,hetro,1
Stigmatizing_Doubt-01,F,46,Hispanic,Man,hetro,4
Stigmatizing_Doubt-04,F,46,Hispanic,Man,hetro,4
Stigmatizing_Doubt-07,F,46,Hispanic,Man,hetro,4
Stigmatizing_Blame-01,F,46,Hispanic,Man,hetro,4
Stigmatizing_Blame-04,F,46,Hispanic,Man,hetro,4
Stigmatizing_Blame-07,F,46,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-01,F,46,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-04,F,46,Hispanic,Man,hetro,4
Stigmatizing_Stereotyping-07,F,46,Hispanic,Man,hetro,4
Neutral-01,F,46,Hispanic,Woman,hetro,4
Stigmatizing-01,F,46,Hispanic,Woman,hetro,4
Stigmatizing-04,F,46,Hispanic,Woman,hetro,4
Stigmatizing-07,F,46,Hispanic,Woman,hetro,4
Stigmatizing-14,F,46,Hispanic,Woman,hetro,4
Stigmatizing-21,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Doubt-01,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Doubt-04,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Doubt-07,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Blame-01,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Blame-04,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Blame-07,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,46,Hispanic,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,46,Hispanic,Woman,hetro,4
Neutral-01,F,47,Black,Man,hetro,4
Stigmatizing-01,F,47,Black,Man,hetro,4
Stigmatizing-04,F,47,Black,Man,hetro,4
Stigmatizing-07,F,47,Black,Man,hetro,4
Stigmatizing-14,F,47,Black,Man,hetro,4
Stigmatizing-21,F,47,Black,Man,hetro,2
Stigmatizing_Doubt-01,F,47,Black,Man,hetro,4
Stigmatizing_Doubt-04,F,47,Black,Man,hetro,4
Stigmatizing_Doubt-07,F,47,Black,Man,hetro,1
Stigmatizing_Blame-01,F,47,Black,Man,hetro,4
Stigmatizing_Blame-04,F,47,Black,Man,hetro,4
Stigmatizing_Blame-07,F,47,Black,Man,hetro,4
Stigmatizing_Stereotyping-01,F,47,Black,Man,hetro,4
Stigmatizing_Stereotyping-04,F,47,Black,Man,hetro,4
Stigmatizing_Stereotyping-07,F,47,Black,Man,hetro,2
Neutral-01,F,47,Black,Woman,hetro,4
Stigmatizing-01,F,47,Black,Woman,hetro,4
Stigmatizing-04,F,47,Black,Woman,hetro,4
Stigmatizing-07,F,47,Black,Woman,hetro,4
Stigmatizing-14,F,47,Black,Woman,hetro,4
Stigmatizing-21,F,47,Black,Woman,hetro,1
Stigmatizing_Doubt-01,F,47,Black,Woman,hetro,4
Stigmatizing_Doubt-04,F,47,Black,Woman,hetro,1
Stigmatizing_Doubt-07,F,47,Black,Woman,hetro,4
Stigmatizing_Blame-01,F,47,Black,Woman,hetro,4
Stigmatizing_Blame-04,F,47,Black,Woman,hetro,4
Stigmatizing_Blame-07,F,47,Black,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,47,Black,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,47,Black,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,47,Black,Woman,hetro,4
Neutral-01,F,47,White,Man,hetro,4
Stigmatizing-01,F,47,White,Man,hetro,4
Stigmatizing-04,F,47,White,Man,hetro,4
Stigmatizing-07,F,47,White,Man,hetro,4
Stigmatizing-14,F,47,White,Man,hetro,4
Stigmatizing-21,F,47,White,Man,hetro,2
Stigmatizing_Doubt-01,F,47,White,Man,hetro,4
Stigmatizing_Doubt-04,F,47,White,Man,hetro,4
Stigmatizing_Doubt-07,F,47,White,Man,hetro,1
Stigmatizing_Blame-01,F,47,White,Man,hetro,4
Stigmatizing_Blame-04,F,47,White,Man,hetro,4
Stigmatizing_Blame-07,F,47,White,Man,hetro,4
Stigmatizing_Stereotyping-01,F,47,White,Man,hetro,4
Stigmatizing_Stereotyping-04,F,47,White,Man,hetro,4
Stigmatizing_Stereotyping-07,F,47,White,Man,hetro,4
Neutral-01,F,47,White,Woman,hetro,4
Stigmatizing-01,F,47,White,Woman,hetro,4
Stigmatizing-04,F,47,White,Woman,hetro,4
Stigmatizing-07,F,47,White,Woman,hetro,4
Stigmatizing-14,F,47,White,Woman,hetro,1
Stigmatizing-21,F,47,White,Woman,hetro,1
Stigmatizing_Doubt-01,F,47,White,Woman,hetro,4
Stigmatizing_Doubt-04,F,47,White,Woman,hetro,4
Stigmatizing_Doubt-07,F,47,White,Woman,hetro,1
Stigmatizing_Blame-01,F,47,White,Woman,hetro,4
Stigmatizing_Blame-04,F,47,White,Woman,hetro,4
Stigmatizing_Blame-07,F,47,White,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,47,White,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,47,White,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,47,White,Woman,hetro,4
Neutral-01,F,47,Asian,Man,hetro,4
Stigmatizing-01,F,47,Asian,Man,hetro,4
Stigmatizing-04,F,47,Asian,Man,hetro,4
Stigmatizing-07,F,47,Asian,Man,hetro,4
Stigmatizing-14,F,47,Asian,Man,hetro,4
Stigmatizing-21,F,47,Asian,Man,hetro,1
Stigmatizing_Doubt-01,F,47,Asian,Man,hetro,4
Stigmatizing_Doubt-04,F,47,Asian,Man,hetro,4
Stigmatizing_Doubt-07,F,47,Asian,Man,hetro,4
Stigmatizing_Blame-01,F,47,Asian,Man,hetro,4
Stigmatizing_Blame-04,F,47,Asian,Man,hetro,4
Stigmatizing_Blame-07,F,47,Asian,Man,hetro,4
Stigmatizing_Stereotyping-01,F,47,Asian,Man,hetro,4
Stigmatizing_Stereotyping-04,F,47,Asian,Man,hetro,4
Stigmatizing_Stereotyping-07,F,47,Asian,Man,hetro,4
Neutral-01,F,47,Asian,Woman,hetro,4
Stigmatizing-01,F,47,Asian,Woman,hetro,4
Stigmatizing-04,F,47,Asian,Woman,hetro,3
Stigmatizing-07,F,47,Asian,Woman,hetro,4
Stigmatizing-14,F,47,Asian,Woman,hetro,1
Stigmatizing-21,F,47,Asian,Woman,hetro,4
Stigmatizing_Doubt-01,F,47,Asian,Woman,hetro,4
Stigmatizing_Doubt-04,F,47,Asian,Woman,hetro,4
Stigmatizing_Doubt-07,F,47,Asian,Woman,hetro,4
Stigmatizing_Blame-01,F,47,Asian,Woman,hetro,4
Stigmatizing_Blame-04,F,47,Asian,Woman,hetro,4
Stigmatizing_Blame-07,F,47,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-01,F,47,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-04,F,47,Asian,Woman,hetro,4
Stigmatizing_Stereotyping-07,F,47,Asian,Woman,hetro,4
Neutral-01,F,47,Hispanic,Man,hetro,4
Stigmatizing-01,F,47,Hispanic,Man,hetro,4
Stigmatizing-04,F,47,Hispanic,Man,hetro,4
Stigmatizing-07,F,47,Hispanic,Man,hetro,4
Stigmatizing-14,F,47,Hispanic,Man,hetro,4
Stigmatizing-21,F,47,Hispanic,Man,hetro,1
Stigmatizing_Doubt-01,F,47,Hispanic,Man,hetro,4
Stigmatizing_Doubt-04,F,47,Hispanic,Man,hetro,4
Stigmatizing_Doubt-07,F,47,Hispanic,Man,hetro,1
Stigmatizing_Blame-01,F,47,Hispanic,Man,hetro,4
Stigmatizing_Blame-04,F,47,Hispanic,Man,hetro,4
Stigmatizing_Blame-07,F,47,Hispanic,Man,hetro,4
