Scenario,Name,Age,Race,Gender,SO,answer,,,,,,,,,,
Stigmatizing_Blame-07,F,44,Asian,Man,hetro,27,3,4,2,2,2,2,3,2,4,3
Stigmatizing_Stereotyping-01,F,44,Asian,Man,hetro,32,2,4,3,4,3,3,3,2,4,4
Stigmatizing_Stereotyping-04,F,44,Asian,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-07,F,44,Asian,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,F,44,Asian,Woman,hetro,27,2,4,3,2,2,2,3,5,1,3
Stigmatizing-01,F,44,Asian,Woman,hetro,26,3,4,2,2,2,3,3,1,3,3
Stigmatizing-04,F,44,Asian,Woman,hetro,23,2,4,3,2,2,2,2,1,3,2
Stigmatizing-07,F,44,Asian,Woman,hetro,19,2,2,3,1,1,1,2,2,3,2
Stigmatizing-14,F,44,Asian,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,F,44,Asian,Woman,hetro,16,1,2,2,1,1,1,2,1,3,2
Stigmatizing_Doubt-01,F,44,Asian,Woman,hetro,28,3,4,3,2,2,3,3,4,1,3
Stigmatizing_Doubt-04,F,44,Asian,Woman,hetro,22,2,2,3,2,2,1,2,2,4,2
Stigmatizing_Doubt-07,F,44,Asian,Woman,hetro,25,2,3,3,2,3,2,2,2,3,3
Stigmatizing_Blame-01,F,44,Asian,Woman,hetro,28,3,4,3,2,2,3,3,2,3,3
Stigmatizing_Blame-04,F,44,Asian,Woman,hetro,32,3,4,3,4,4,3,3,2,3,3
Stigmatizing_Blame-07,F,44,Asian,Woman,hetro,22,2,2,3,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-01,F,44,Asian,Woman,hetro,23,3,2,3,2,2,2,2,4,1,2
Stigmatizing_Stereotyping-04,F,44,Asian,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-07,F,44,Asian,Woman,hetro,25,3,4,2,1,2,4,3,1,3,2
Neutral-01,F,44,Hispanic,Man,hetro,25,2,4,3,2,2,3,3,1,3,2
Stigmatizing-01,F,44,Hispanic,Man,hetro,28,2,3,3,2,2,4,3,2,4,3
Stigmatizing-04,F,44,Hispanic,Man,hetro,27,2,3,3,2,2,2,3,4,3,3
Stigmatizing-07,F,44,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-14,F,44,Hispanic,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-21,F,44,Hispanic,Man,hetro,20,2,2,2,2,2,2,2,1,3,2
Stigmatizing_Doubt-01,F,44,Hispanic,Man,hetro,29,3,4,3,2,3,3,3,2,3,3
Stigmatizing_Doubt-04,F,44,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,F,44,Hispanic,Man,hetro,23,2,3,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,F,44,Hispanic,Man,hetro,23,3,4,2,2,2,2,2,1,3,2
Stigmatizing_Blame-04,F,44,Hispanic,Man,hetro,24,2,3,2,2,2,1,3,2,4,3
Stigmatizing_Blame-07,F,44,Hispanic,Man,hetro,24,2,3,2,2,2,1,3,2,4,3
Stigmatizing_Stereotyping-01,F,44,Hispanic,Man,hetro,28,2,4,3,2,2,4,3,2,3,3
Stigmatizing_Stereotyping-04,F,44,Hispanic,Man,hetro,25,2,4,3,1,2,4,3,1,3,2
Stigmatizing_Stereotyping-07,F,44,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Neutral-01,F,44,Hispanic,Woman,hetro,31,3,4,4,2,2,3,3,4,3,3
Stigmatizing-01,F,44,Hispanic,Woman,hetro,28,3,4,3,2,2,2,3,4,2,3
Stigmatizing-04,F,44,Hispanic,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-07,F,44,Hispanic,Woman,hetro,23,2,4,2,2,2,2,2,1,3,3
Stigmatizing-14,F,44,Hispanic,Woman,hetro,16,1,2,2,1,1,1,2,1,3,2
Stigmatizing-21,F,44,Hispanic,Woman,hetro,24,2,4,3,1,2,4,2,1,3,2
Stigmatizing_Doubt-01,F,44,Hispanic,Woman,hetro,28,3,4,3,2,2,2,3,4,2,3
Stigmatizing_Doubt-04,F,44,Hispanic,Woman,hetro,24,2,3,2,2,3,2,2,2,3,3
Stigmatizing_Doubt-07,F,44,Hispanic,Woman,hetro,23,2,3,2,2,3,2,2,2,3,2
Stigmatizing_Blame-01,F,44,Hispanic,Woman,hetro,23,2,3,2,2,3,2,2,2,3,2
Stigmatizing_Blame-04,F,44,Hispanic,Woman,hetro,25,2,4,3,2,2,2,3,1,3,3
Stigmatizing_Blame-07,F,44,Hispanic,Woman,hetro,25,2,4,3,2,2,2,3,1,3,3
Stigmatizing_Stereotyping-01,F,44,Hispanic,Woman,hetro,30,3,4,3,2,4,3,3,1,4,3
Stigmatizing_Stereotyping-04,F,44,Hispanic,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,F,44,Hispanic,Woman,hetro,21,2,2,3,2,2,1,2,2,3,2
Neutral-01,F,45,Black,Man,hetro,25,2,3,2,2,2,2,3,2,4,3
Stigmatizing-01,F,45,Black,Man,hetro,24,2,3,2,2,2,4,2,2,3,2
Stigmatizing-04,F,45,Black,Man,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing-07,F,45,Black,Man,hetro,23,3,3,2,1,1,1,2,5,3,2
Stigmatizing-14,F,45,Black,Man,hetro,23,2,3,3,1,3,2,2,2,3,2
Stigmatizing-21,F,45,Black,Man,hetro,25,2,3,3,1,4,4,2,1,3,2
Stigmatizing_Doubt-01,F,45,Black,Man,hetro,28,3,4,3,2,2,3,3,4,1,3
Stigmatizing_Doubt-04,F,45,Black,Man,hetro,23,3,3,2,2,2,2,2,2,3,2
Stigmatizing_Doubt-07,F,45,Black,Man,hetro,22,2,2,3,2,2,2,2,2,3,2
Stigmatizing_Blame-01,F,45,Black,Man,hetro,26,2,4,3,2,3,3,3,1,3,2
Stigmatizing_Blame-04,F,45,Black,Man,hetro,26,2,3,2,2,3,2,3,2,4,3
Stigmatizing_Blame-07,F,45,Black,Man,hetro,20,2,3,2,2,2,1,2,1,3,2
Stigmatizing_Stereotyping-01,F,45,Black,Man,hetro,29,3,4,2,2,2,3,3,5,3,2
Stigmatizing_Stereotyping-04,F,45,Black,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,F,45,Black,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,F,45,Black,Woman,hetro,30,3,4,4,2,2,3,3,2,4,3
Stigmatizing-01,F,45,Black,Woman,hetro,26,3,3,3,2,2,2,3,4,1,3
Stigmatizing-04,F,45,Black,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-07,F,45,Black,Woman,hetro,21,2,3,2,2,2,2,2,1,3,2
Stigmatizing-14,F,45,Black,Woman,hetro,26,2,3,3,1,4,4,2,2,3,2
Stigmatizing-21,F,45,Black,Woman,hetro,21,1,3,2,1,1,1,2,5,3,2
Stigmatizing_Doubt-01,F,45,Black,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Doubt-04,F,45,Black,Woman,hetro,31,2,4,3,2,2,2,4,5,3,4
Stigmatizing_Doubt-07,F,45,Black,Woman,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing_Blame-01,F,45,Black,Woman,hetro,29,3,4,3,2,3,4,2,2,3,3
Stigmatizing_Blame-04,F,45,Black,Woman,hetro,29,3,4,3,2,2,3,3,4,2,3
Stigmatizing_Blame-07,F,45,Black,Woman,hetro,20,2,2,3,2,2,1,2,1,3,2
Stigmatizing_Stereotyping-01,F,45,Black,Woman,hetro,29,3,4,4,2,2,3,3,2,3,3
Stigmatizing_Stereotyping-04,F,45,Black,Woman,hetro,25,2,3,2,2,2,2,3,2,4,3
Stigmatizing_Stereotyping-07,F,45,Black,Woman,hetro,27,2,4,3,2,2,2,3,5,1,3
Neutral-01,F,45,White,Man,hetro,29,2,4,3,4,3,3,3,1,3,3
Stigmatizing-01,F,45,White,Man,hetro,23,2,2,3,2,3,2,2,2,3,2
Stigmatizing-04,F,45,White,Man,hetro,28,3,4,2,2,2,4,3,2,3,3
Stigmatizing-07,F,45,White,Man,hetro,29,2,4,3,4,3,4,2,2,3,2
Stigmatizing-14,F,45,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,F,45,White,Man,hetro,18,2,3,2,1,1,1,2,1,3,2
Stigmatizing_Doubt-01,F,45,White,Man,hetro,29,3,4,3,2,2,4,3,2,3,3
Stigmatizing_Doubt-04,F,45,White,Man,hetro,24,2,3,3,2,3,2,2,2,3,2
Stigmatizing_Doubt-07,F,45,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Blame-01,F,45,White,Man,hetro,23,3,4,2,2,2,1,2,2,3,2
Stigmatizing_Blame-04,F,45,White,Man,hetro,24,2,2,3,2,2,4,2,2,3,2
Stigmatizing_Blame-07,F,45,White,Man,hetro,21,2,3,2,2,2,2,2,1,3,2
Stigmatizing_Stereotyping-01,F,45,White,Man,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-04,F,45,White,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,F,45,White,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Neutral-01,F,45,White,Woman,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing-01,F,45,White,Woman,hetro,28,3,4,3,2,2,3,3,2,3,3
Stigmatizing-04,F,45,White,Woman,hetro,26,3,4,2,2,2,3,3,1,3,3
Stigmatizing-07,F,45,White,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,F,45,White,Woman,hetro,19,2,3,2,1,1,1,2,2,3,2
Stigmatizing-21,F,45,White,Woman,hetro,28,2,3,3,4,4,4,2,1,3,2
Stigmatizing_Doubt-01,F,45,White,Woman,hetro,24,2,3,3,2,2,2,3,2,3,2
Stigmatizing_Doubt-04,F,45,White,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,F,45,White,Woman,hetro,25,2,3,3,2,3,2,2,2,4,2
Stigmatizing_Blame-01,F,45,White,Woman,hetro,26,2,3,2,2,3,2,3,2,4,3
Stigmatizing_Blame-04,F,45,White,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Blame-07,F,45,White,Woman,hetro,25,2,4,3,2,2,3,3,1,3,2
Stigmatizing_Stereotyping-01,F,45,White,Woman,hetro,30,3,4,3,2,2,4,3,2,4,3
Stigmatizing_Stereotyping-04,F,45,White,Woman,hetro,24,2,3,2,2,2,4,2,2,3,2
Stigmatizing_Stereotyping-07,F,45,White,Woman,hetro,26,2,4,3,2,2,4,2,2,3,2
Neutral-01,F,45,Asian,Man,hetro,22,2,3,2,2,2,1,3,2,3,2
Stigmatizing-01,F,45,Asian,Man,hetro,27,3,3,3,2,3,2,3,2,3,3
Stigmatizing-04,F,45,Asian,Man,hetro,25,3,3,2,2,3,2,2,2,4,2
Stigmatizing-07,F,45,Asian,Man,hetro,28,2,4,3,2,3,2,3,2,4,3
Stigmatizing-14,F,45,Asian,Man,hetro,15,1,2,2,1,1,1,2,1,2,2
Stigmatizing-21,F,45,Asian,Man,hetro,28,2,3,2,4,4,4,2,2,3,2
Stigmatizing_Doubt-01,F,45,Asian,Man,hetro,27,2,4,3,2,2,3,3,2,3,3
Stigmatizing_Doubt-04,F,45,Asian,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,F,45,Asian,Man,hetro,26,3,4,2,2,3,2,2,2,4,2
Stigmatizing_Blame-01,F,45,Asian,Man,hetro,24,2,2,3,2,2,4,2,2,3,2
Stigmatizing_Blame-04,F,45,Asian,Man,hetro,24,2,2,3,2,2,2,3,2,3,3
Stigmatizing_Blame-07,F,45,Asian,Man,hetro,20,2,3,2,2,2,1,2,1,3,2
Stigmatizing_Stereotyping-01,F,45,Asian,Man,hetro,23,2,3,2,2,2,2,2,2,4,2
Stigmatizing_Stereotyping-04,F,45,Asian,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,F,45,Asian,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Neutral-01,F,45,Asian,Woman,hetro,26,2,3,2,2,3,2,3,2,4,3
Stigmatizing-01,F,45,Asian,Woman,hetro,28,3,4,2,2,3,2,3,2,4,3
Stigmatizing-04,F,45,Asian,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-07,F,45,Asian,Woman,hetro,26,3,4,2,2,2,4,2,2,3,2
Stigmatizing-14,F,45,Asian,Woman,hetro,18,2,2,3,1,1,1,2,1,3,2
Stigmatizing-21,F,45,Asian,Woman,hetro,22,2,3,3,1,2,2,2,2,3,2
Stigmatizing_Doubt-01,F,45,Asian,Woman,hetro,26,3,3,3,2,2,2,3,4,2,2
Stigmatizing_Doubt-04,F,45,Asian,Woman,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,F,45,Asian,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Blame-01,F,45,Asian,Woman,hetro,25,2,4,3,2,2,3,3,1,3,2
Stigmatizing_Blame-04,F,45,Asian,Woman,hetro,26,2,4,3,2,3,2,3,1,3,3
Stigmatizing_Blame-07,F,45,Asian,Woman,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Stereotyping-01,F,45,Asian,Woman,hetro,22,2,3,2,2,2,2,2,1,4,2
Stigmatizing_Stereotyping-04,F,45,Asian,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-07,F,45,Asian,Woman,hetro,27,2,4,3,2,2,2,3,5,1,3
Neutral-01,F,45,Hispanic,Man,hetro,28,3,4,3,2,2,3,3,4,1,3
Stigmatizing-01,F,45,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-04,F,45,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-07,F,45,Hispanic,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,F,45,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,F,45,Hispanic,Man,hetro,16,1,2,2,1,1,1,2,1,3,2
Stigmatizing_Doubt-01,F,45,Hispanic,Man,hetro,26,3,3,3,2,2,4,2,2,3,2
Stigmatizing_Doubt-04,F,45,Hispanic,Man,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing_Doubt-07,F,45,Hispanic,Man,hetro,29,2,3,3,4,3,4,2,2,4,2
Stigmatizing_Blame-01,F,45,Hispanic,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Blame-04,F,45,Hispanic,Man,hetro,25,2,3,2,2,3,2,3,2,3,3
Stigmatizing_Blame-07,F,45,Hispanic,Man,hetro,30,3,4,3,2,3,2,3,4,3,3
Stigmatizing_Stereotyping-01,F,45,Hispanic,Man,hetro,28,2,3,3,2,2,4,3,2,4,3
Stigmatizing_Stereotyping-04,F,45,Hispanic,Man,hetro,23,2,3,2,2,2,4,2,1,3,2
Stigmatizing_Stereotyping-07,F,45,Hispanic,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Neutral-01,F,45,Hispanic,Woman,hetro,26,3,4,3,2,2,3,3,1,3,2
Stigmatizing-01,F,45,Hispanic,Woman,hetro,28,3,4,4,2,2,3,3,4,1,2
Stigmatizing-04,F,45,Hispanic,Woman,hetro,23,2,3,2,2,3,2,2,2,3,2
Stigmatizing-07,F,45,Hispanic,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-14,F,45,Hispanic,Woman,hetro,29,2,3,3,1,2,2,4,5,3,4
Stigmatizing-21,F,45,Hispanic,Woman,hetro,18,1,2,2,1,2,1,2,2,3,2
Stigmatizing_Doubt-01,F,45,Hispanic,Woman,hetro,29,3,4,2,2,3,3,3,2,4,3
Stigmatizing_Doubt-04,F,45,Hispanic,Woman,hetro,24,3,4,2,2,2,1,2,2,4,2
Stigmatizing_Doubt-07,F,45,Hispanic,Woman,hetro,29,3,3,2,2,2,2,4,5,2,4
Stigmatizing_Blame-01,F,45,Hispanic,Woman,hetro,28,2,4,3,2,3,2,3,2,4,3
Stigmatizing_Blame-04,F,45,Hispanic,Woman,hetro,24,2,3,2,2,2,4,2,2,3,2
Stigmatizing_Blame-07,F,45,Hispanic,Woman,hetro,27,3,4,2,2,2,2,3,2,4,3
Stigmatizing_Stereotyping-01,F,45,Hispanic,Woman,hetro,27,3,3,3,2,2,2,3,4,2,3
Stigmatizing_Stereotyping-04,F,45,Hispanic,Woman,hetro,29,2,4,3,2,2,2,2,5,3,4
Stigmatizing_Stereotyping-07,F,45,Hispanic,Woman,hetro,24,2,4,3,1,2,4,2,1,3,2
Neutral-01,F,46,Black,Man,hetro,27,2,3,3,2,3,2,3,2,4,3
Stigmatizing-01,F,46,Black,Man,hetro,27,3,4,2,2,2,2,3,2,4,3
Stigmatizing-04,F,46,Black,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing-07,F,46,Black,Man,hetro,22,2,2,3,2,2,2,2,2,3,2
Stigmatizing-14,F,46,Black,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,F,46,Black,Man,hetro,20,2,3,2,1,2,1,2,2,3,2
Stigmatizing_Doubt-01,F,46,Black,Man,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Doubt-04,F,46,Black,Man,hetro,22,2,2,3,2,2,2,2,2,3,2
Stigmatizing_Doubt-07,F,46,Black,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing_Blame-01,F,46,Black,Man,hetro,27,3,4,3,2,2,2,3,4,2,2
Stigmatizing_Blame-04,F,46,Black,Man,hetro,27,3,4,3,2,3,3,3,1,3,2
Stigmatizing_Blame-07,F,46,Black,Man,hetro,28,3,4,3,2,2,3,2,5,2,2
Stigmatizing_Stereotyping-01,F,46,Black,Man,hetro,28,3,4,3,2,2,3,3,4,2,2
Stigmatizing_Stereotyping-04,F,46,Black,Man,hetro,26,3,4,3,2,2,3,3,1,3,2
Stigmatizing_Stereotyping-07,F,46,Black,Man,hetro,26,2,4,3,2,3,2,2,2,3,3
Neutral-01,F,46,Black,Woman,hetro,33,2,4,3,4,4,3,3,2,4,4
Stigmatizing-01,F,46,Black,Woman,hetro,30,3,4,2,2,2,3,3,5,2,4
Stigmatizing-04,F,46,Black,Woman,hetro,30,3,4,3,2,2,3,3,4,3,3
Stigmatizing-07,F,46,Black,Woman,hetro,21,2,3,2,1,2,2,2,2,3,2
Stigmatizing-14,F,46,Black,Woman,hetro,25,2,4,3,2,3,2,2,2,3,2
Stigmatizing-21,F,46,Black,Woman,hetro,30,2,4,3,1,2,4,4,5,3,2
Stigmatizing_Doubt-01,F,46,Black,Woman,hetro,29,3,4,2,2,3,3,3,4,2,3
Stigmatizing_Doubt-04,F,46,Black,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Doubt-07,F,46,Black,Woman,hetro,21,2,2,3,2,2,1,2,2,3,2
Stigmatizing_Blame-01,F,46,Black,Woman,hetro,31,3,4,4,2,3,4,3,2,3,3
Stigmatizing_Blame-04,F,46,Black,Woman,hetro,25,3,3,2,2,2,2,3,4,1,3
Stigmatizing_Blame-07,F,46,Black,Woman,hetro,22,2,3,2,2,2,2,2,2,3,2
Stigmatizing_Stereotyping-01,F,46,Black,Woman,hetro,22,2,3,2,2,2,1,3,2,3,2
Stigmatizing_Stereotyping-04,F,46,Black,Woman,hetro,23,2,3,2,2,2,2,2,2,3,3
Stigmatizing_Stereotyping-07,F,46,Black,Woman,hetro,31,2,4,3,2,2,2,4,5,3,4
Neutral-01,F,46,White,Man,hetro,24,2,3,2,2,3,2,2,2,4,2
Stigmatizing-01,F,46,White,Man,hetro,29,3,4,2,2,3,3,3,2,4,3
Stigmatizing-04,F,46,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-07,F,46,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-14,F,46,White,Man,hetro,21,2,3,2,2,2,1,2,2,3,2
Stigmatizing-21,F,46,White,Man,hetro,19,2,3,2,1,2,1,2,1,3,2
Stigmatizing_Doubt-01,F,46,White,Man,hetro,26,3,4,3,2,2,3,3,1,3,2
Stigmatizing_Doubt-04,F,46,White,Man,hetro,28,3,4,3,2,3,3,2,2,3,3
