Scenario,Name,Age,Race,Gender,SO,answer
Neutral,F,26,Hispanic,Female,homo,4,4,4,4
Stigmatizing,F,26,Hispanic,Female,homo,3,2,2,3
Neutral,F,26,White,Male,hetro,4,4,4,4
Stigmatizing,F,26,White,Male,hetro,2,2,3,2
Neutral,F,26,White,Male,homo,4,4,4,4
Stigmatizing,F,26,White,Male,homo,2,2,2,2
Neutral,F,26,White,Female,hetro,4,4,4,4
Stigmatizing,F,26,White,Female,hetro,3,2,3,3
Neutral,F,26,White,Female,homo,5,4,4,5
Stigmatizing,F,26,White,Female,homo,3,3,3,3
Neutral,F,27,Asian,Male,hetro,5,4,5,5
Stigmatizing,F,27,Asian,Male,hetro,2,3,3,2
Neutral,F,27,Asian,Male,homo,4,4,4,4
Stigmatizing,F,27,Asian,Male,homo,3,3,3,3
Neutral,F,27,Asian,Female,hetro,5,4,5,5
Stigmatizing,F,27,Asian,Female,hetro,2,2,3,2
Neutral,F,27,Asian,Female,homo,5,4,5,5
Stigmatizing,F,27,Asian,Female,homo,2,3,3,3
Neutral,F,27,Black,Male,hetro,5,4,5,5
Stigmatizing,F,27,Black,Male,hetro,3,3,3,3
Neutral,F,27,Black,Male,homo,4,4,4,4
Stigmatizing,F,27,Black,Male,homo,2,2,2,2
Neutral,F,27,Black,Female,hetro,5,4,5,5
Stigmatizing,F,27,Black,Female,hetro,2,3,2,2
Neutral,F,27,Black,Female,homo,5,5,5,5
Stigmatizing,F,27,Black,Female,homo,3,3,3,3
Neutral,F,27,Hispanic,Male,hetro,4,3,4,4
Stigmatizing,F,27,Hispanic,Male,hetro,2,3,3,2
Neutral,F,27,Hispanic,Male,homo,5,4,5,5
Stigmatizing,F,27,Hispanic,Male,homo,3,2,3,3
Neutral,F,27,Hispanic,Female,hetro,4,3,4,4
Stigmatizing,F,27,Hispanic,Female,hetro,3,2,2,3
Neutral,F,27,Hispanic,Female,homo,4,4,4,4
Stigmatizing,F,27,Hispanic,Female,homo,3,3,3,3
Neutral,F,27,White,Male,hetro,3,4,4,4
Stigmatizing,F,27,White,Male,hetro,3,2,2,2
Neutral,F,27,White,Male,homo,4,4,4,4
Stigmatizing,F,27,White,Male,homo,2,3,2,3
Neutral,F,27,White,Female,hetro,4,4,4,4
Stigmatizing,F,27,White,Female,hetro,2,2,2,2
Neutral,F,27,White,Female,homo,4,4,4,4
Stigmatizing,F,27,White,Female,homo,2,3,3,2
Neutral,F,28,Asian,Male,hetro,4,4,4,4
Stigmatizing,F,28,Asian,Male,hetro,3,3,2,2
Neutral,F,28,Asian,Male,homo,4,4,4,5
Stigmatizing,F,28,Asian,Male,homo,3,2,3,3
Neutral,F,28,Asian,Female,hetro,4,3,4,4
Stigmatizing,F,28,Asian,Female,hetro,2,2,2,2
Neutral,F,28,Asian,Female,homo,5,4,5,5
Stigmatizing,F,28,Asian,Female,homo,3,2,3,3
Neutral,F,28,Black,Male,hetro,4,4,4,4
Stigmatizing,F,28,Black,Male,hetro,2,2,2,3
Neutral,F,28,Black,Male,homo,4,4,4,4
Stigmatizing,F,28,Black,Male,homo,3,3,3,3
Neutral,F,28,Black,Female,hetro,5,4,4,5
Stigmatizing,F,28,Black,Female,hetro,3,3,3,3
Neutral,F,28,Black,Female,homo,4,4,4,4
Stigmatizing,F,28,Black,Female,homo,3,2,2,3
Neutral,F,28,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,F,28,Hispanic,Male,hetro,2,2,2,2
Neutral,F,28,Hispanic,Male,homo,4,3,4,4
Stigmatizing,F,28,Hispanic,Male,homo,2,3,3,2
Neutral,F,28,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,F,28,Hispanic,Female,hetro,2,2,3,3
Neutral,F,28,Hispanic,Female,homo,5,4,4,5
Stigmatizing,F,28,Hispanic,Female,homo,3,2,3,3
Neutral,F,28,White,Male,hetro,4,4,4,4
Stigmatizing,F,28,White,Male,hetro,2,2,2,3
Neutral,F,28,White,Male,homo,4,3,4,4
Stigmatizing,F,28,White,Male,homo,2,3,3,2
Neutral,F,28,White,Female,hetro,4,4,4,4
Stigmatizing,F,28,White,Female,hetro,2,2,3,2
Neutral,F,28,White,Female,homo,4,3,4,4
Stigmatizing,F,28,White,Female,homo,2,2,2,3
Neutral,F,29,Asian,Male,hetro,5,4,5,5
Stigmatizing,F,29,Asian,Male,hetro,2,2,2,2
Neutral,F,29,Asian,Male,homo,4,4,5,5
Stigmatizing,F,29,Asian,Male,homo,3,3,3,3
Neutral,F,29,Asian,Female,hetro,5,4,5,5
Stigmatizing,F,29,Asian,Female,hetro,2,2,2,2
Neutral,F,29,Asian,Female,homo,5,4,5,5
Stigmatizing,F,29,Asian,Female,homo,2,2,3,3
Neutral,F,29,Black,Male,hetro,4,4,4,4
Stigmatizing,F,29,Black,Male,hetro,3,3,3,3
Neutral,F,29,Black,Male,homo,4,4,4,4
Stigmatizing,F,29,Black,Male,homo,3,2,2,3
Neutral,F,29,Black,Female,hetro,5,5,5,5
Stigmatizing,F,29,Black,Female,hetro,3,3,3,3
Neutral,F,29,Black,Female,homo,4,4,4,4
Stigmatizing,F,29,Black,Female,homo,2,2,2,3
Neutral,F,29,Hispanic,Male,hetro,5,5,5,5
Stigmatizing,F,29,Hispanic,Male,hetro,3,2,3,3
Neutral,F,29,Hispanic,Male,homo,5,4,5,5
Stigmatizing,F,29,Hispanic,Male,homo,2,3,3,2
Neutral,F,29,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,F,29,Hispanic,Female,hetro,3,2,3,3
Neutral,F,29,Hispanic,Female,homo,4,4,4,4
Stigmatizing,F,29,Hispanic,Female,homo,3,2,3,2
Neutral,F,29,White,Male,hetro,4,4,4,4
Stigmatizing,F,29,White,Male,hetro,3,3,3,3
Neutral,F,29,White,Male,homo,4,4,4,4
Stigmatizing,F,29,White,Male,homo,2,2,2,3
Neutral,F,29,White,Female,hetro,4,4,4,4
Stigmatizing,F,29,White,Female,hetro,3,2,2,3
Neutral,F,29,White,Female,homo,4,4,4,4
Stigmatizing,F,29,White,Female,homo,2,2,2,3
Neutral,F,30,Asian,Male,hetro,4,4,4,4
Stigmatizing,F,30,Asian,Male,hetro,2,3,3,2
Neutral,F,30,Asian,Male,homo,4,4,4,4
Stigmatizing,F,30,Asian,Male,homo,3,2,2,3
Neutral,F,30,Asian,Female,hetro,4,3,4,4
Stigmatizing,F,30,Asian,Female,hetro,1,2,2,2
Neutral,F,30,Asian,Female,homo,4,3,4,4
Stigmatizing,F,30,Asian,Female,homo,2,3,3,3
Neutral,F,30,Black,Male,hetro,4,4,4,4
Stigmatizing,F,30,Black,Male,hetro,3,2,2,2
Neutral,F,30,Black,Male,homo,5,4,5,5
Stigmatizing,F,30,Black,Male,homo,2,2,2,2
Neutral,F,30,Black,Female,hetro,5,4,5,5
Stigmatizing,F,30,Black,Female,hetro,3,3,3,3
Neutral,F,30,Black,Female,homo,5,4,5,5
Stigmatizing,F,30,Black,Female,homo,3,3,3,3
Neutral,F,30,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,F,30,Hispanic,Male,hetro,2,3,2,3
Neutral,F,30,Hispanic,Male,homo,4,4,4,4
Stigmatizing,F,30,Hispanic,Male,homo,2,2,2,2
Neutral,F,30,Hispanic,Female,hetro,5,4,4,5
Stigmatizing,F,30,Hispanic,Female,hetro,3,3,3,3
Neutral,F,30,Hispanic,Female,homo,4,4,4,4
Stigmatizing,F,30,Hispanic,Female,homo,3,2,3,3
Neutral,F,30,White,Male,hetro,4,3,4,4
Stigmatizing,F,30,White,Male,hetro,2,3,2,2
Neutral,F,30,White,Male,homo,4,4,4,4
Stigmatizing,F,30,White,Male,homo,2,2,2,3
Neutral,F,30,White,Female,hetro,4,4,4,4
Stigmatizing,F,30,White,Female,hetro,3,2,3,3
Neutral,F,30,White,Female,homo,4,4,5,5
Stigmatizing,F,30,White,Female,homo,2,2,2,2
Neutral,F,31,Asian,Male,hetro,4,3,4,4
Stigmatizing,F,31,Asian,Male,hetro,2,2,3,2
Neutral,F,31,Asian,Male,homo,4,4,4,4
Stigmatizing,F,31,Asian,Male,homo,3,3,3,3
Neutral,F,31,Asian,Female,hetro,4,4,4,4
Stigmatizing,F,31,Asian,Female,hetro,1,2,2,1
Neutral,F,31,Asian,Female,homo,4,4,4,4
Stigmatizing,F,31,Asian,Female,homo,2,3,3,2
Neutral,F,31,Black,Male,hetro,4,4,4,4
Stigmatizing,F,31,Black,Male,hetro,2,2,2,2
Neutral,F,31,Black,Male,homo,4,4,4,4
Stigmatizing,F,31,Black,Male,homo,3,2,2,3
Neutral,F,31,Black,Female,hetro,5,4,5,5
Stigmatizing,F,31,Black,Female,hetro,2,2,3,2
Neutral,F,31,Black,Female,homo,5,4,4,5
Stigmatizing,F,31,Black,Female,homo,3,3,3,3
Neutral,F,31,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,F,31,Hispanic,Male,hetro,3,3,3,3
Neutral,F,31,Hispanic,Male,homo,4,3,4,4
Stigmatizing,F,31,Hispanic,Male,homo,3,2,3,3
Neutral,F,31,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,F,31,Hispanic,Female,hetro,2,2,2,2
Neutral,F,31,Hispanic,Female,homo,4,4,4,4
Stigmatizing,F,31,Hispanic,Female,homo,2,2,3,2
Neutral,F,31,White,Male,hetro,4,4,4,4
Stigmatizing,F,31,White,Male,hetro,1,2,2,1
Neutral,F,31,White,Male,homo,4,4,4,4
Stigmatizing,F,31,White,Male,homo,2,3,3,2
Neutral,F,31,White,Female,hetro,4,3,4,4
Stigmatizing,F,31,White,Female,hetro,2,2,2,2
Neutral,F,31,White,Female,homo,4,4,4,4
Stigmatizing,F,31,White,Female,homo,3,2,3,3
Neutral,L,25,Asian,Male,hetro,5,4,4,5
Stigmatizing,L,25,Asian,Male,hetro,3,3,3,3
Neutral,L,25,Asian,Male,homo,5,4,5,5
Stigmatizing,L,25,Asian,Male,homo,3,2,2,3
Neutral,L,25,Asian,Female,hetro,5,4,5,5
Stigmatizing,L,25,Asian,Female,hetro,3,2,3,3
Neutral,L,25,Asian,Female,homo,4,4,4,4
Stigmatizing,L,25,Asian,Female,homo,3,3,3,3
Neutral,L,25,Black,Male,hetro,4,4,4,4
Stigmatizing,L,25,Black,Male,hetro,3,3,3,3
Neutral,L,25,Black,Male,homo,4,3,4,4
Stigmatizing,L,25,Black,Male,homo,2,3,2,2
Neutral,L,25,Black,Female,hetro,5,4,5,5
Stigmatizing,L,25,Black,Female,hetro,3,3,3,3
Neutral,L,25,Black,Female,homo,5,4,5,5
Stigmatizing,L,25,Black,Female,homo,2,2,3,2
Neutral,L,25,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,L,25,Hispanic,Male,hetro,2,2,2,3
Neutral,L,25,Hispanic,Male,homo,5,4,5,5
Stigmatizing,L,25,Hispanic,Male,homo,2,3,3,2
Neutral,L,25,Hispanic,Female,hetro,5,4,5,5
Stigmatizing,L,25,Hispanic,Female,hetro,2,2,3,2
Neutral,L,25,Hispanic,Female,homo,5,4,5,5
Stigmatizing,L,25,Hispanic,Female,homo,3,2,3,3
Neutral,L,25,White,Male,hetro,4,3,4,4
Stigmatizing,L,25,White,Male,hetro,3,2,2,3
Neutral,L,25,White,Male,homo,4,4,4,4
Stigmatizing,L,25,White,Male,homo,3,2,2,3
Neutral,L,25,White,Female,hetro,5,4,5,5
Stigmatizing,L,25,White,Female,hetro,2,2,2,3
Neutral,L,25,White,Female,homo,5,4,5,5
Stigmatizing,L,25,White,Female,homo,2,2,3,2
Neutral,L,26,Asian,Male,hetro,4,4,4,4
Stigmatizing,L,26,Asian,Male,hetro,3,3,3,3
Neutral,L,26,Asian,Male,homo,4,3,4,4
Stigmatizing,L,26,Asian,Male,homo,2,3,3,2
Neutral,L,26,Asian,Female,hetro,4,4,4,4
Stigmatizing,L,26,Asian,Female,hetro,2,2,3,2
Neutral,L,26,Asian,Female,homo,4,4,4,4
Stigmatizing,L,26,Asian,Female,homo,3,2,3,3
Neutral,L,26,Black,Male,hetro,4,3,3,4
Stigmatizing,L,26,Black,Male,hetro,2,2,2,3
Neutral,L,26,Black,Male,homo,4,3,4,4
Stigmatizing,L,26,Black,Male,homo,3,3,3,3
Neutral,L,26,Black,Female,hetro,4,4,4,4
Stigmatizing,L,26,Black,Female,hetro,2,3,2,2
Neutral,L,26,Black,Female,homo,5,4,5,5
Stigmatizing,L,26,Black,Female,homo,2,3,3,3
Neutral,L,26,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,L,26,Hispanic,Male,hetro,3,2,3,3
Neutral,L,26,Hispanic,Male,homo,4,4,4,4
Stigmatizing,L,26,Hispanic,Male,homo,2,3,3,2
Neutral,L,26,Hispanic,Female,hetro,4,3,4,4
Stigmatizing,L,26,Hispanic,Female,hetro,3,3,3,3
Neutral,L,26,Hispanic,Female,homo,4,4,4,4
Stigmatizing,L,26,Hispanic,Female,homo,3,2,2,3
Neutral,L,26,White,Male,hetro,5,4,4,5
Stigmatizing,L,26,White,Male,hetro,2,3,2,2
Neutral,L,26,White,Male,homo,4,3,4,4
Stigmatizing,L,26,White,Male,homo,2,3,3,2
Neutral,L,26,White,Female,hetro,5,4,5,5
Stigmatizing,L,26,White,Female,hetro,3,3,3,3
Neutral,L,26,White,Female,homo,5,4,5,5
Stigmatizing,L,26,White,Female,homo,2,2,3,2
Neutral,L,27,Asian,Male,hetro,4,4,4,4
Stigmatizing,L,27,Asian,Male,hetro,1,2,2,2
Neutral,L,27,Asian,Male,homo,4,4,4,4
Stigmatizing,L,27,Asian,Male,homo,3,2,2,2
Neutral,L,27,Asian,Female,hetro,5,4,4,5
Stigmatizing,L,27,Asian,Female,hetro,2,2,2,2
Neutral,L,27,Asian,Female,homo,4,4,4,4
Stigmatizing,L,27,Asian,Female,homo,1,2,2,1
Neutral,L,27,Black,Male,hetro,5,5,5,5
Stigmatizing,L,27,Black,Male,hetro,3,2,3,3
Neutral,L,27,Black,Male,homo,5,4,4,5
Stigmatizing,L,27,Black,Male,homo,2,2,2,3
Neutral,L,27,Black,Female,hetro,5,4,5,5
Stigmatizing,L,27,Black,Female,hetro,3,2,3,2
Neutral,L,27,Black,Female,homo,5,4,4,5
Stigmatizing,L,27,Black,Female,homo,3,3,3,3
Neutral,L,27,Hispanic,Male,hetro,4,3,4,4
Stigmatizing,L,27,Hispanic,Male,hetro,3,2,2,2
Neutral,L,27,Hispanic,Male,homo,4,4,4,4
Stigmatizing,L,27,Hispanic,Male,homo,3,3,3,3
Neutral,L,27,Hispanic,Female,hetro,4,3,4,4
Stigmatizing,L,27,Hispanic,Female,hetro,2,2,3,2
Neutral,L,27,Hispanic,Female,homo,5,4,4,5
Stigmatizing,L,27,Hispanic,Female,homo,2,2,2,2
Neutral,L,27,White,Male,hetro,4,4,4,4
Stigmatizing,L,27,White,Male,hetro,1,2,2,2
Neutral,L,27,White,Male,homo,4,4,4,4
Stigmatizing,L,27,White,Male,homo,3,2,2,3
Neutral,L,27,White,Female,hetro,5,4,5,5
Stigmatizing,L,27,White,Female,hetro,3,2,2,3
Neutral,L,27,White,Female,homo,4,4,4,4
Stigmatizing,L,27,White,Female,homo,2,2,2,2
Neutral,L,28,Asian,Male,hetro,4,4,4,4
Stigmatizing,L,28,Asian,Male,hetro,3,2,2,2
Neutral,L,28,Asian,Male,homo,4,4,4,4
Stigmatizing,L,28,Asian,Male,homo,2,3,3,3
Neutral,L,28,Asian,Female,hetro,5,4,5,5
Stigmatizing,L,28,Asian,Female,hetro,2,2,3,2
Neutral,L,28,Asian,Female,homo,4,4,4,4
Stigmatizing,L,28,Asian,Female,homo,3,3,3,3
Neutral,L,28,Black,Male,hetro,4,4,4,4
Stigmatizing,L,28,Black,Male,hetro,2,3,3,2
Neutral,L,28,Black,Male,homo,5,4,4,5
Stigmatizing,L,28,Black,Male,homo,3,2,3,3
Neutral,L,28,Black,Female,hetro,4,4,4,4
Stigmatizing,L,28,Black,Female,hetro,3,3,3,3
Neutral,L,28,Black,Female,homo,4,4,4,4
Stigmatizing,L,28,Black,Female,homo,2,2,2,2
Neutral,L,28,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,L,28,Hispanic,Male,hetro,2,2,3,2
Neutral,L,28,Hispanic,Male,homo,4,4,4,4
Stigmatizing,L,28,Hispanic,Male,homo,3,2,3,3
Neutral,L,28,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,L,28,Hispanic,Female,hetro,3,3,3,3
Neutral,L,28,Hispanic,Female,homo,4,4,4,4
Stigmatizing,L,28,Hispanic,Female,homo,3,3,3,3
Neutral,L,28,White,Male,hetro,4,3,4,4
Stigmatizing,L,28,White,Male,hetro,2,3,3,2
Neutral,L,28,White,Male,homo,4,3,3,4
Stigmatizing,L,28,White,Male,homo,2,2,2,2
Neutral,L,28,White,Female,hetro,4,3,4,4
Stigmatizing,L,28,White,Female,hetro,2,3,3,2
Neutral,L,28,White,Female,homo,4,3,4,4
Stigmatizing,L,28,White,Female,homo,2,2,2,2
Neutral,L,29,Asian,Male,hetro,5,4,5,5
Stigmatizing,L,29,Asian,Male,hetro,2,3,3,2
Neutral,L,29,Asian,Male,homo,4,4,4,4
Stigmatizing,L,29,Asian,Male,homo,2,2,2,3
Neutral,L,29,Asian,Female,hetro,4,3,4,4
Stigmatizing,L,29,Asian,Female,hetro,3,3,3,3
Neutral,L,29,Asian,Female,homo,4,3,4,4
Stigmatizing,L,29,Asian,Female,homo,3,2,3,3
Neutral,L,29,Black,Male,hetro,5,4,5,5
Stigmatizing,L,29,Black,Male,hetro,2,3,3,2
Neutral,L,29,Black,Male,homo,5,4,5,5
Stigmatizing,L,29,Black,Male,homo,2,2,3,2
Neutral,L,29,Black,Female,hetro,5,5,5,5
Stigmatizing,L,29,Black,Female,hetro,2,3,3,2
Neutral,L,29,Black,Female,homo,4,4,4,4
Stigmatizing,L,29,Black,Female,homo,2,2,2,2
Neutral,L,29,Hispanic,Male,hetro,4,4,4,4
Stigmatizing,L,29,Hispanic,Male,hetro,2,2,2,2
Neutral,L,29,Hispanic,Male,homo,4,3,4,4
Stigmatizing,L,29,Hispanic,Male,homo,2,2,2,3
Neutral,L,29,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,L,29,Hispanic,Female,hetro,2,2,3,3
Neutral,L,29,Hispanic,Female,homo,4,4,4,4
Stigmatizing,L,29,Hispanic,Female,homo,3,3,3,3
Neutral,L,29,White,Male,hetro,4,4,4,4
Stigmatizing,L,29,White,Male,hetro,2,2,2,2
Neutral,L,29,White,Male,homo,4,3,4,4
Stigmatizing,L,29,White,Male,homo,3,3,3,3
Neutral,L,29,White,Female,hetro,4,3,4,4
Stigmatizing,L,29,White,Female,hetro,3,2,3,3
Neutral,L,29,White,Female,homo,4,4,4,4
Stigmatizing,L,29,White,Female,homo,2,2,3,2
Neutral,L,30,Asian,Male,hetro,4,3,4,4
Stigmatizing,L,30,Asian,Male,hetro,3,2,2,3
Neutral,L,30,Asian,Male,homo,4,4,4,4
Stigmatizing,L,30,Asian,Male,homo,2,2,2,2
Neutral,L,30,Asian,Female,hetro,4,4,4,4
Stigmatizing,L,30,Asian,Female,hetro,2,2,2,2
Neutral,L,30,Asian,Female,homo,4,4,4,4
Stigmatizing,L,30,Asian,Female,homo,3,2,2,2
Neutral,L,30,Black,Male,hetro,4,4,4,4
Stigmatizing,L,30,Black,Male,hetro,3,2,2,3
Neutral,L,30,Black,Male,homo,4,4,4,4
Stigmatizing,L,30,Black,Male,homo,3,3,3,3
Neutral,L,30,Black,Female,hetro,4,3,4,4
Stigmatizing,L,30,Black,Female,hetro,3,2,3,3
Neutral,L,30,Black,Female,homo,5,4,4,5
Stigmatizing,L,30,Black,Female,homo,2,3,3,2
Neutral,L,30,Hispanic,Male,hetro,4,3,4,4
Stigmatizing,L,30,Hispanic,Male,hetro,3,3,2,2
Neutral,L,30,Hispanic,Male,homo,4,3,4,4
Stigmatizing,L,30,Hispanic,Male,homo,2,3,3,2
Neutral,L,30,Hispanic,Female,hetro,4,4,4,4
Stigmatizing,L,30,Hispanic,Female,hetro,2,2,2,3
Neutral,L,30,Hispanic,Female,homo,4,4,4,4
Stigmatizing,L,30,Hispanic,Female,homo,3,3,3,3
Neutral,L,30,White,Male,hetro,4,3,4,4
Stigmatizing,L,30,White,Male,hetro,2,3,3,2
Neutral,L,30,White,Male,homo,4,3,4,4
Stigmatizing,L,30,White,Male,homo,2,3,3,2
Neutral,L,30,White,Female,hetro,4,3,4,4
Stigmatizing,L,30,White,Female,hetro,1,2,2,2
Neutral,L,30,White,Female,homo,5,4,4,5
Stigmatizing,L,30,White,Female,homo,2,2,2,2
Neutral,L,31,Asian,Male,hetro,5,4,5,5
Stigmatizing,L,31,Asian,Male,hetro,2,2,3,2
Neutral,L,31,Asian,Male,homo,4,4,4,4
Stigmatizing,L,31,Asian,Male,homo,2,3,2,2
Neutral,L,31,Asian,Female,hetro,5,4,5,5
Stigmatizing,L,31,Asian,Female,hetro,2,3,3,2
Neutral,L,31,Asian,Female,homo,4,4,4,4
Stigmatizing,L,31,Asian,Female,homo,2,2,3,2
Neutral,L,31,Black,Male,hetro,4,4,4,4
Stigmatizing,L,31,Black,Male,hetro,2,3,3,2
Neutral,L,31,Black,Male,homo,4,4,4,4
Stigmatizing,L,31,Black,Male,homo,3,3,3,3
Neutral,L,31,Black,Female,hetro,5,4,5,5
Stigmatizing,L,31,Black,Female,hetro,2,2,2,3
Neutral,L,31,Black,Female,homo,4,4,4,4
Stigmatizing,L,31,Black,Female,homo,2,3,3,3
Neutral,L,31,Hispanic,Male,hetro,4,3,4,4
Stigmatizing,L,31,Hispanic,Male,hetro,3,3,3,3
Neutral,L,31,Hispanic,Male,homo,4,4,4,4
Stigmatizing,L,31,Hispanic,Male,homo,2,2,2,2
Neutral,L,31,Hispanic,Female,hetro,4,4,5,5
Stigmatizing,L,31,Hispanic,Female,hetro,3,2,3,3
Neutral,L,31,Hispanic,Female,homo,4,4,4,4
Stigmatizing,L,31,Hispanic,Female,homo,2,2,2,3
Neutral,L,31,White,Male,hetro,4,3,4,4
Stigmatizing,L,31,White,Male,hetro,3,3,3,3
Neutral,L,31,White,Male,homo,4,4,4,4
Stigmatizing,L,31,White,Male,homo,3,2,2,3
Neutral,L,31,White,Female,hetro,4,3,4,4
Stigmatizing,L,31,White,Female,hetro,2,2,3,2
Neutral,L,31,White,Female,homo,4,4,4,4
Stigmatizing,L,31,White,Female,homo,2,2,3,2
Neutral,R,25,Asian,Male,hetro,4,3,4,4
Stigmatizing,R,25,Asian,Male,hetro,2,2,3,2
Neutral,R,25,Asian,Male,homo,4,4,4,4
Stigmatizing,R,25,Asian,Male,homo,2,2,2,2
Neutral,R,25,Asian,Female,hetro,4,4,4,4
Stigmatizing,R,25,Asian,Female,hetro,3,3,3,3
Neutral,R,25,Asian,Female,homo,4,4,4,4
Stigmatizing,R,25,Asian,Female,homo,3,2,2,3
Neutral,R,25,Black,Male,hetro,5,4,4,5
Stigmatizing,R,25,Black,Male,hetro,2,2,2,3
Neutral,R,25,Black,Male,homo,4,3,4,4
Stigmatizing,R,25,Black,Male,homo,1,2,2,2
Neutral,R,25,Black,Female,hetro,4,4,4,4
Stigmatizing,R,25,Black,Female,hetro,2,2,3,2
Neutral,R,25,Black,Female,homo,4,4,4,4
Stigmatizing,R,25,Black,Female,homo,2,2,3,2
Neutral,R,25,Hispanic,Male,hetro,5,4,5,5
Stigmatizing,R,25,Hispanic,Male,hetro,2,2,2,2
Neutral,R,25,Hispanic,Male,homo,4,3,4,4
Stigmatizing,R,25,Hispanic,Male,homo,3,2,2,2
Neutral,R,25,Hispanic,Female,hetro,4,3,4,4
Stigmatizing,R,25,Hispanic,Female,hetro,2,2,3,2
Neutral,R,25,Hispanic,Female,homo,4,4,4,4
Stigmatizing,R,25,Hispanic,Female,homo,3,3,3,3
Neutral,R,25,White,Male,hetro,4,4,4,4
Stigmatizing,R,25,White,Male,hetro,3,2,2,2
Neutral,R,25,White,Male,homo,4,4,4,4
Stigmatizing,R,25,White,Male,homo,2,3,2,2
Neutral,R,25,White,Female,hetro,4,4,4,4
Stigmatizing,R,25,White,Female,hetro,1,2,2,2
Neutral,R,25,White,Female,homo,4,4,4,4
Stigmatizing,R,25,White,Female,homo,3,2,3,3
Neutral,R,26,Asian,Male,hetro,4,3,4,4
Stigmatizing,R,26,Asian,Male,hetro,2,2,2,3
Neutral,R,26,Asian,Male,homo,4,4,4,4
Stigmatizing,R,26,Asian,Male,homo,2,2,3,2
Neutral,R,26,Asian,Female,hetro,4,4,4,4
